,Symbol,Year,Altman Z-Score,Bankruptcy Likelihood
0,LLY,2013,3.43651,safe
1,LLY,2012,3.21448,safe
2,LLY,2014,3.27467,safe
3,LLY,2015,3.77329,safe
4,LLL,2013,1.70626,bankruptcy imminent
5,LLL,2012,1.51766,bankruptcy imminent
6,LLL,2014,1.91064,grey zone
7,LLL,2015,1.68159,bankruptcy imminent
8,INTU,2013,8.42155,safe
9,INTU,2015,9.50245,safe
10,INTU,2014,9.63804,safe
11,INTU,2016,9.06773,safe
12,CAT,2013,1.52442,bankruptcy imminent
13,CAT,2015,1.3446,bankruptcy imminent
14,CAT,2014,1.28481,bankruptcy imminent
15,AMP,2013,0.25231,bankruptcy imminent
16,AMP,2012,0.19905,bankruptcy imminent
17,AMP,2014,0.27771,bankruptcy imminent
18,AMP,2015,0.25987,bankruptcy imminent
19,TDC,2013,5.60982,safe
20,TDC,2012,6.75586,safe
21,TDC,2014,4.14386,safe
22,TDC,2015,1.70282,bankruptcy imminent
23,VRSK,2013,5.01494,safe
24,VRSK,2012,3.74698,safe
25,VRSK,2014,4.8048,safe
26,VRSK,2015,2.69759,grey zone
27,STI,2013,0.24407,bankruptcy imminent
28,STI,2012,0.24227,bankruptcy imminent
29,STI,2014,0.2534,bankruptcy imminent
30,STI,2015,0.26827,bankruptcy imminent
31,CPB,2013,2.02263,grey zone
32,CPB,2015,2.14831,grey zone
33,CPB,2014,2.23813,grey zone
34,CPB,2016,2.69459,grey zone
35,LEG,2013,3.14336,safe
36,LEG,2012,2.88557,grey zone
37,LEG,2014,3.4685,safe
38,LEG,2015,3.89501,safe
39,INTC,2013,3.55002,safe
40,INTC,2015,3.79092,safe
41,INTC,2014,4.37981,safe
42,HPE,2016,0.89987,bankruptcy imminent
43,PFE,2013,2.48815,grey zone
44,PFE,2012,1.9903,grey zone
45,PFE,2014,2.4034,grey zone
46,PFE,2015,2.13131,grey zone
47,MJN,2013,5.43995,safe
48,MJN,2012,4.40711,safe
49,MJN,2014,6.1504,safe
50,MJN,2015,3.82343,safe
51,XRAY,2013,3.06166,safe
52,XRAY,2012,2.5432,grey zone
53,XRAY,2014,3.67506,safe
54,XRAY,2015,4.35325,safe
55,PH,2013,2.8804,grey zone
56,PH,2015,3.35747,safe
57,PH,2014,3.45391,safe
58,PH,2016,3.1075,safe
59,FISV,2013,3.04002,safe
60,FISV,2012,2.16848,grey zone
61,FISV,2014,3.39636,safe
62,FISV,2015,3.67716,safe
63,HRB,2013,2.66483,grey zone
64,HRB,2015,3.47434,safe
65,HRB,2014,2.92704,grey zone
66,HRB,2016,2.21955,grey zone
67,ALL,2013,0.66429,bankruptcy imminent
68,ALL,2012,0.57914,bankruptcy imminent
69,ALL,2014,0.85434,bankruptcy imminent
70,ALL,2015,0.83385,bankruptcy imminent
71,KSS,2013,2.86594,grey zone
72,KSS,2015,2.96319,grey zone
73,KSS,2014,2.82212,grey zone
74,KSS,2016,2.85117,grey zone
75,LLTC,2013,5.59978,safe
76,LLTC,2015,23.57802,safe
77,LLTC,2014,22.49238,safe
78,LLTC,2016,25.11287,safe
79,DG,2013,2.90032,grey zone
80,DG,2015,3.57628,safe
81,DG,2014,3.28905,safe
82,DG,2016,3.61492,safe
83,NEE,2013,0.78931,bankruptcy imminent
84,NEE,2012,0.72863,bankruptcy imminent
85,NEE,2014,0.93768,bankruptcy imminent
86,NEE,2015,0.88555,bankruptcy imminent
87,CB,2013,0.70776,bankruptcy imminent
88,CB,2012,0.53982,bankruptcy imminent
89,CB,2014,0.7235,bankruptcy imminent
90,CB,2015,0.716,bankruptcy imminent
91,AME,2013,4.13422,safe
92,AME,2012,3.3365,safe
93,AME,2014,3.8307,safe
94,AME,2015,3.71892,safe
95,SPGI,2013,5.79402,safe
96,SPGI,2015,4.54263,safe
97,SPGI,2014,4.53209,safe
98,ULTA,2013,9.54316,safe
99,ULTA,2015,8.98577,safe
100,ADM,2013,1.75824,bankruptcy imminent
101,ADM,2015,1.71166,bankruptcy imminent
102,ADM,2014,1.9241,grey zone
103,XL,2013,0.28343,bankruptcy imminent
104,XL,2012,0.209,bankruptcy imminent
105,XL,2014,0.22191,bankruptcy imminent
106,XL,2015,0.25461,bankruptcy imminent
107,MU,2013,1.41281,bankruptcy imminent
108,MU,2015,1.8917,grey zone
109,MU,2014,2.75036,grey zone
110,MU,2016,1.17498,bankruptcy imminent
111,SYY,2013,3.73568,safe
112,SYY,2015,2.12331,grey zone
113,SYY,2014,3.23703,safe
114,SYY,2016,2.81542,grey zone
115,AMAT,2013,4.57965,safe
116,AMAT,2015,3.68715,safe
117,AMAT,2014,5.11248,safe
118,AMAT,2016,4.97234,safe
119,DRI,2013,1.14853,bankruptcy imminent
120,DRI,2015,1.79098,bankruptcy imminent
121,DRI,2014,1.22504,bankruptcy imminent
122,DRI,2016,2.49413,grey zone
123,WYNN,2013,2.15776,grey zone
124,WYNN,2012,1.63813,bankruptcy imminent
125,WYNN,2014,1.73055,bankruptcy imminent
126,WYNN,2015,0.79179,bankruptcy imminent
127,SWKS,2013,13.27998,safe
128,SWKS,2015,19.05259,safe
129,SWKS,2014,15.60604,safe
130,SWKS,2016,29.93294,safe
131,EW,2013,4.44784,safe
132,EW,2012,6.61602,safe
133,EW,2014,6.15016,safe
134,EW,2015,8.89725,safe
135,ALXN,2013,18.1223,safe
136,ALXN,2015,5.5006,safe
137,ALXN,2014,26.22437,safe
138,FB,2013,34.17443,safe
139,FB,2015,35.14568,safe
140,FB,2014,32.63506,safe
141,OXY,2013,2.97392,grey zone
142,OXY,2012,2.70002,grey zone
143,OXY,2014,2.94121,grey zone
144,OXY,2015,1.84652,grey zone
145,MRO,2013,1.78434,bankruptcy imminent
146,MRO,2012,1.67307,bankruptcy imminent
147,MRO,2014,1.69029,bankruptcy imminent
148,MRO,2015,0.80655,bankruptcy imminent
149,AKAM,2013,15.38485,safe
150,AKAM,2012,16.7021,safe
151,AKAM,2014,6.69093,safe
152,AKAM,2015,5.69364,safe
153,IP,2013,1.19972,bankruptcy imminent
154,IP,2012,0.97398,bankruptcy imminent
155,IP,2014,1.21708,bankruptcy imminent
156,IP,2015,0.9678,bankruptcy imminent
157,ZION,2013,0.16261,bankruptcy imminent
158,ZION,2012,0.19801,bankruptcy imminent
159,ZION,2014,0.19659,bankruptcy imminent
160,ZION,2015,0.1826,bankruptcy imminent
161,NBL,2013,2.1593,grey zone
162,NBL,2015,0.63551,bankruptcy imminent
163,NBL,2014,1.63979,bankruptcy imminent
164,HOG,2013,3.32892,safe
165,HOG,2012,2.93765,grey zone
166,HOG,2014,3.30079,safe
167,HOG,2015,2.58698,grey zone
168,FSLR,2013,2.27132,grey zone
169,FSLR,2012,1.28112,bankruptcy imminent
170,FSLR,2014,2.63235,grey zone
171,FSLR,2015,3.45548,safe
172,ROK,2013,5.06986,safe
173,ROK,2015,4.46771,safe
174,ROK,2014,4.96185,safe
175,ROK,2016,4.04025,safe
176,TEL,2013,1.9322,grey zone
177,TEL,2015,2.34131,grey zone
178,TEL,2014,2.27058,grey zone
179,TEL,2016,2.68087,grey zone
180,NVDA,2013,4.73416,safe
181,NVDA,2015,4.47561,safe
182,NVDA,2014,3.70785,safe
183,NVDA,2016,5.15615,safe
184,BA,2013,1.75057,bankruptcy imminent
185,BA,2015,1.77339,bankruptcy imminent
186,BA,2014,1.77493,bankruptcy imminent
187,HSIC,2013,3.70754,safe
188,HSIC,2012,3.13585,safe
189,HSIC,2014,3.66551,safe
190,HSIC,2015,3.70474,safe
191,CTL,2013,0.48481,bankruptcy imminent
192,CTL,2012,0.65043,bankruptcy imminent
193,CTL,2014,0.60075,bankruptcy imminent
194,CTL,2015,0.46091,bankruptcy imminent
195,MLM,2013,2.57159,grey zone
196,MLM,2012,2.38717,grey zone
197,MLM,2014,1.82492,grey zone
198,MLM,2015,2.45552,grey zone
199,CTSH,2013,7.12601,safe
200,CTSH,2012,6.57266,safe
201,CTSH,2014,7.15422,safe
202,CTSH,2015,7.95854,safe
203,AIZ,2013,0.42703,bankruptcy imminent
204,AIZ,2015,0.38343,bankruptcy imminent
205,AIZ,2014,0.40964,bankruptcy imminent
206,BLL,2013,1.86273,grey zone
207,BLL,2012,1.81592,grey zone
208,BLL,2014,2.14314,grey zone
209,BLL,2015,1.59018,bankruptcy imminent
210,DVN,2013,1.20143,bankruptcy imminent
211,DVN,2015,-1.59961,bankruptcy imminent
212,DVN,2014,1.45177,bankruptcy imminent
213,SYMC,2013,1.4919,bankruptcy imminent
214,SYMC,2015,1.59452,bankruptcy imminent
215,SYMC,2014,1.27626,bankruptcy imminent
216,SYMC,2016,1.40184,bankruptcy imminent
217,EXPE,2013,1.3737,bankruptcy imminent
218,EXPE,2015,1.265,bankruptcy imminent
219,EXPE,2014,1.38436,bankruptcy imminent
220,CHTR,2013,0.43865,bankruptcy imminent
221,CHTR,2015,0.27231,bankruptcy imminent
222,CHTR,2014,0.41229,bankruptcy imminent
223,JWN,2013,2.52903,grey zone
224,JWN,2015,2.49692,grey zone
225,JWN,2014,2.37951,grey zone
226,JWN,2016,1.54075,bankruptcy imminent
227,ABT,2013,3.33626,safe
228,ABT,2012,1.66811,bankruptcy imminent
229,ABT,2014,3.32907,safe
230,ABT,2015,3.47427,safe
231,CTAS,2013,3.78884,safe
232,CTAS,2015,5.29517,safe
233,CTAS,2014,4.27011,safe
234,CTAS,2016,5.59187,safe
235,CXO,2013,1.60715,bankruptcy imminent
236,CXO,2012,1.51708,bankruptcy imminent
237,CXO,2014,1.60028,bankruptcy imminent
238,CXO,2015,1.62082,bankruptcy imminent
239,EXC,2013,1.23263,bankruptcy imminent
240,PYPL,2015,2.47783,grey zone
241,PBI,2013,1.96116,grey zone
242,PBI,2012,1.51428,bankruptcy imminent
243,PBI,2014,2.0754,grey zone
244,PBI,2015,2.18243,grey zone
245,MAS,2013,1.52252,bankruptcy imminent
246,MAS,2015,1.89994,grey zone
247,MAS,2014,1.64346,bankruptcy imminent
248,SWN,2013,2.95824,grey zone
249,SWN,2012,1.87622,grey zone
250,SWN,2014,0.96955,bankruptcy imminent
251,HST,2013,4.31753,safe
252,HST,2012,1.28098,bankruptcy imminent
253,HST,2014,6.6512,safe
254,HST,2015,5.17987,safe
255,MUR,2013,1.80208,bankruptcy imminent
256,MUR,2012,1.63806,bankruptcy imminent
257,MUR,2014,1.70383,bankruptcy imminent
258,MUR,2015,0.23621,bankruptcy imminent
259,ROST,2013,4.15773,safe
260,ROST,2015,4.32966,safe
261,ROST,2014,4.40028,safe
262,ROST,2016,7.77286,safe
263,CMI,2013,4.02798,safe
264,CMI,2015,3.09871,safe
265,CMI,2014,3.85886,safe
266,SCHW,2013,0.31706,bankruptcy imminent
267,SCHW,2012,0.24676,bankruptcy imminent
268,SCHW,2014,0.33835,bankruptcy imminent
269,SCHW,2015,0.31157,bankruptcy imminent
270,LYB,2013,3.12161,safe
271,LYB,2012,2.62742,grey zone
272,LYB,2014,3.1152,safe
273,LYB,2015,3.37084,safe
274,HCN,2013,1.24739,bankruptcy imminent
275,HCN,2012,1.03221,bankruptcy imminent
276,HCN,2014,1.13271,bankruptcy imminent
277,HCN,2015,0.82875,bankruptcy imminent
278,CVX,2013,2.94831,grey zone
279,CVX,2012,3.11246,safe
280,CVX,2014,2.61385,grey zone
281,CVX,2015,2.00494,grey zone
282,ITW,2013,4.03978,safe
283,ITW,2015,4.68269,safe
284,ITW,2014,4.53136,safe
285,AXP,2013,0.87473,bankruptcy imminent
286,AXP,2012,0.69265,bankruptcy imminent
287,EXR,2013,2.41188,grey zone
288,EXR,2012,2.37443,grey zone
289,EXR,2014,3.31227,safe
290,EXR,2015,3.42309,safe
291,JEC,2013,2.92321,grey zone
292,JEC,2015,1.99477,grey zone
293,JEC,2014,2.17995,grey zone
294,JEC,2016,2.39414,grey zone
295,VTR,2013,0.95382,bankruptcy imminent
296,VTR,2015,0.86961,bankruptcy imminent
297,VTR,2014,1.02161,bankruptcy imminent
298,R,2013,0.79735,bankruptcy imminent
299,R,2015,0.62541,bankruptcy imminent
300,R,2014,0.83014,bankruptcy imminent
301,MMC,2013,3.37738,safe
302,MMC,2012,2.71524,grey zone
303,MMC,2014,3.38934,safe
304,MMC,2015,3.22891,safe
305,GRMN,2013,5.98014,safe
306,GRMN,2012,5.04197,safe
307,GRMN,2014,6.37527,safe
308,GRMN,2015,5.16975,safe
309,CERN,2013,14.28228,safe
310,CERN,2015,16.08056,safe
311,CERN,2016,9.29906,safe
312,SIG,2013,4.56866,safe
313,SIG,2014,5.00738,safe
314,SIG,2016,3.64791,safe
315,FE,2013,0.387,bankruptcy imminent
316,FE,2012,0.51816,bankruptcy imminent
317,FE,2015,0.41946,bankruptcy imminent
318,UTX,2013,2.13119,grey zone
319,UTX,2015,2.03667,grey zone
320,UTX,2014,2.22512,grey zone
321,OMC,2013,1.45155,bankruptcy imminent
322,OMC,2015,1.40518,bankruptcy imminent
323,OMC,2014,1.54591,bankruptcy imminent
324,MTB,2013,0.35454,bankruptcy imminent
325,MTB,2012,0.31983,bankruptcy imminent
326,MTB,2014,0.33153,bankruptcy imminent
327,MTB,2015,0.27273,bankruptcy imminent
328,TSO,2013,1.47788,bankruptcy imminent
329,TSO,2012,1.89612,grey zone
330,TSO,2014,1.49743,bankruptcy imminent
331,TSO,2015,2.07714,grey zone
332,CNP,2013,0.52656,bankruptcy imminent
333,CNP,2012,0.43516,bankruptcy imminent
334,CNP,2014,0.55853,bankruptcy imminent
335,CNP,2015,0.19083,bankruptcy imminent
336,ADS,2013,1.6584,bankruptcy imminent
337,ADS,2012,1.24689,bankruptcy imminent
338,ADS,2014,1.36905,bankruptcy imminent
339,ADS,2015,1.45905,bankruptcy imminent
340,IFF,2013,4.62879,safe
341,IFF,2012,3.84317,safe
342,IFF,2014,4.97248,safe
343,IFF,2015,4.9688,safe
344,CAH,2013,1.09371,bankruptcy imminent
345,CAH,2015,1.47176,bankruptcy imminent
346,CAH,2014,1.46238,bankruptcy imminent
347,CAH,2016,1.2426,bankruptcy imminent
348,OKE,2013,0.7969,bankruptcy imminent
349,OKE,2012,0.77446,bankruptcy imminent
350,OKE,2014,0.6523,bankruptcy imminent
351,OKE,2015,0.39894,bankruptcy imminent
352,PNW,2013,0.73496,bankruptcy imminent
353,PNW,2012,0.77625,bankruptcy imminent
354,PNW,2014,0.80454,bankruptcy imminent
355,PNW,2015,0.76893,bankruptcy imminent
356,LEN,2013,1.09547,bankruptcy imminent
357,LEN,2015,1.38321,bankruptcy imminent
358,LEN,2014,1.30242,bankruptcy imminent
359,CCI,2013,1.09779,bankruptcy imminent
360,CCI,2012,0.92446,bankruptcy imminent
361,CCI,2014,1.21643,bankruptcy imminent
362,CCI,2015,1.20347,bankruptcy imminent
363,AMGN,2013,1.75613,bankruptcy imminent
364,AMGN,2015,2.65129,grey zone
365,AMGN,2014,2.45785,grey zone
366,BDX,2013,3.87702,safe
367,BDX,2015,1.77919,bankruptcy imminent
368,BDX,2014,4.13384,safe
369,BDX,2016,2.37189,grey zone
370,SPG,2013,1.24282,bankruptcy imminent
371,SPG,2012,1.35167,bankruptcy imminent
372,SPG,2014,1.71608,bankruptcy imminent
373,SPG,2015,1.7404,bankruptcy imminent
374,CSX,2015,1.60848,bankruptcy imminent
375,CSX,2014,1.9483,grey zone
376,EL,2013,7.07175,safe
377,EL,2015,7.31567,safe
378,EL,2014,7.49437,safe
379,EL,2016,6.33417,safe
380,WU,2013,0.85373,bankruptcy imminent
381,WU,2012,0.85185,bankruptcy imminent
382,WU,2014,0.87996,bankruptcy imminent
383,WU,2015,0.90673,bankruptcy imminent
384,FLIR,2013,5.46362,safe
385,FLIR,2012,5.4332,safe
386,FLIR,2014,5.71153,safe
387,FLIR,2015,5.05892,safe
388,SO,2013,0.69431,bankruptcy imminent
389,SO,2012,0.76398,bankruptcy imminent
390,SO,2014,0.70008,bankruptcy imminent
391,SO,2015,0.62615,bankruptcy imminent
392,D,2013,0.97928,bankruptcy imminent
393,D,2012,0.82295,bankruptcy imminent
394,D,2014,0.94061,bankruptcy imminent
395,D,2015,0.81284,bankruptcy imminent
396,ABC,2013,0.82408,bankruptcy imminent
397,ABC,2015,0.6162,bankruptcy imminent
398,ABC,2014,0.81851,bankruptcy imminent
399,ABC,2016,0.55628,bankruptcy imminent
400,VFC,2016,5.46417,safe
401,VFC,2015,6.20453,safe
402,AZO,2013,1.89993,grey zone
403,AZO,2015,2.2599,grey zone
404,AZO,2014,1.95974,grey zone
405,AZO,2016,2.18038,grey zone
406,SRE,2013,1.0139,bankruptcy imminent
407,SRE,2012,0.83997,bankruptcy imminent
408,SRE,2014,1.06033,bankruptcy imminent
409,SRE,2015,0.95073,bankruptcy imminent
410,GT,2013,1.02342,bankruptcy imminent
411,GT,2015,1.27637,bankruptcy imminent
412,GT,2014,1.17938,bankruptcy imminent
413,ESS,2013,1.00923,bankruptcy imminent
414,ESS,2012,1.06048,bankruptcy imminent
415,ESS,2015,1.68238,bankruptcy imminent
416,LRCX,2013,2.83913,grey zone
417,LRCX,2015,3.26395,safe
418,LRCX,2014,3.71418,safe
419,LRCX,2016,2.75462,grey zone
420,RHT,2013,5.45279,safe
421,RHT,2015,4.06207,safe
422,RHT,2014,5.30007,safe
423,RHT,2016,3.4908,safe
424,ALB,2013,3.13355,safe
425,ALB,2012,3.61688,safe
426,ALB,2014,1.85105,grey zone
427,ALB,2015,1.07158,bankruptcy imminent
428,ETR,2013,0.66069,bankruptcy imminent
429,ETR,2012,0.64432,bankruptcy imminent
430,ETR,2014,0.76141,bankruptcy imminent
431,ETR,2015,0.51881,bankruptcy imminent
432,TGT,2013,1.90995,grey zone
433,TGT,2015,2.13348,grey zone
434,TGT,2014,1.83399,grey zone
435,TGT,2016,2.14748,grey zone
436,NFX,2013,0.68568,bankruptcy imminent
437,NFX,2012,0.16055,bankruptcy imminent
438,NFX,2014,1.15416,bankruptcy imminent
439,NFX,2015,-1.63619,bankruptcy imminent
440,CELG,2013,4.22635,safe
441,CELG,2015,3.82893,safe
442,CELG,2014,6.62614,safe
443,HD,2013,4.42269,safe
444,HD,2015,5.10609,safe
445,HD,2014,4.42684,safe
446,HD,2016,5.12472,safe
447,FCX,2013,0.99164,bankruptcy imminent
448,FCX,2012,2.0025,grey zone
449,FCX,2014,0.29192,bankruptcy imminent
450,FCX,2015,-1.11109,bankruptcy imminent
451,BCR,2013,3.66259,safe
452,BCR,2015,3.03069,safe
453,BCR,2014,3.16701,safe
454,FLR,2013,3.26622,safe
455,FLR,2015,2.24441,grey zone
456,FLR,2014,2.6173,grey zone
457,ARNC,2013,0.49754,bankruptcy imminent
458,ARNC,2012,0.70501,bankruptcy imminent
459,ARNC,2014,0.90221,bankruptcy imminent
460,ARNC,2015,0.7112,bankruptcy imminent
461,PX,2013,2.92608,grey zone
462,PX,2012,2.88867,grey zone
463,PX,2014,2.94863,grey zone
464,PX,2015,2.73736,grey zone
465,BIIB,2013,13.99689,safe
466,BIIB,2015,6.23027,safe
467,BIIB,2014,15.89719,safe
468,WHR,2013,1.59913,bankruptcy imminent
469,WHR,2015,1.27978,bankruptcy imminent
470,WHR,2014,1.33157,bankruptcy imminent
471,NWSA,2016,1.6876,bankruptcy imminent
472,NWSA,2015,2.39758,grey zone
473,NWSA,2014,2.60452,grey zone
474,MYL,2014,1.78133,bankruptcy imminent
475,T,2013,1.20187,bankruptcy imminent
476,T,2012,1.04776,bankruptcy imminent
477,T,2014,0.95466,bankruptcy imminent
478,T,2015,0.7822,bankruptcy imminent
479,MSFT,2013,4.14048,safe
480,MSFT,2015,3.33924,safe
481,MSFT,2014,3.78659,safe
482,MSFT,2016,2.94892,grey zone
483,CHRW,2013,5.53908,safe
484,CHRW,2012,7.50411,safe
485,CHRW,2014,5.55834,safe
486,CHRW,2015,5.37281,safe
487,AMG,2013,2.76691,grey zone
488,AMG,2012,1.77823,bankruptcy imminent
489,AMG,2014,2.45698,grey zone
490,AMG,2015,2.21281,grey zone
491,ZTS,2013,2.80649,grey zone
492,ZTS,2015,3.03236,safe
493,ZTS,2014,3.76168,safe
494,IDXX,2013,5.29905,safe
495,IDXX,2012,6.22316,safe
496,IDXX,2014,4.35596,safe
497,IDXX,2015,3.88111,safe
498,C,2013,0.23067,bankruptcy imminent
499,C,2012,0.19363,bankruptcy imminent
500,C,2014,0.23654,bankruptcy imminent
501,C,2015,0.26946,bankruptcy imminent
502,KORS,2013,31.2161,safe
503,KORS,2015,22.23002,safe
504,KORS,2014,30.92827,safe
505,KORS,2016,15.44384,safe
506,MPC,2013,1.54616,bankruptcy imminent
507,MPC,2015,1.53231,bankruptcy imminent
508,MPC,2014,1.54132,bankruptcy imminent
509,MAA,2013,0.42083,bankruptcy imminent
510,MAA,2012,0.76152,bankruptcy imminent
511,MAA,2014,0.89407,bankruptcy imminent
512,MAA,2015,1.23095,bankruptcy imminent
513,BMY,2013,4.00737,safe
514,BMY,2012,3.14364,safe
515,BMY,2014,5.04831,safe
516,BMY,2015,5.78378,safe
517,UNM,2013,0.38831,bankruptcy imminent
518,UNM,2012,0.31795,bankruptcy imminent
519,UNM,2014,0.31066,bankruptcy imminent
520,UNM,2015,0.36931,bankruptcy imminent
521,SYF,2015,0.4651,bankruptcy imminent
522,ZBH,2013,5.04241,safe
523,ZBH,2012,4.28865,safe
524,ZBH,2014,5.84899,safe
525,ZBH,2015,1.42335,bankruptcy imminent
526,TXT,2013,1.70098,bankruptcy imminent
527,TXT,2012,1.34704,bankruptcy imminent
528,TXT,2016,1.78818,bankruptcy imminent
529,TXT,2015,1.65827,bankruptcy imminent
530,APA,2013,1.53065,bankruptcy imminent
531,APA,2012,1.39512,bankruptcy imminent
532,APA,2014,0.78277,bankruptcy imminent
533,APA,2015,-4.62871,bankruptcy imminent
534,PPL,2013,0.7297,bankruptcy imminent
535,PPL,2012,0.75927,bankruptcy imminent
536,PPL,2014,0.80776,bankruptcy imminent
537,PPL,2015,0.84196,bankruptcy imminent
538,GIS,2013,2.32708,grey zone
539,GIS,2015,2.33138,grey zone
540,GIS,2014,2.42031,grey zone
541,GIS,2016,2.63362,grey zone
542,LUK,2013,0.68042,bankruptcy imminent
543,LUK,2012,3.01169,safe
544,LUK,2014,0.60774,bankruptcy imminent
545,LUK,2015,0.62873,bankruptcy imminent
546,DLPH,2013,2.32671,grey zone
547,DLPH,2015,2.35553,grey zone
548,DLPH,2014,2.5822,grey zone
549,ETFC,2013,0.07857,bankruptcy imminent
550,ETFC,2012,0.01712,bankruptcy imminent
551,ETFC,2014,0.12781,bankruptcy imminent
552,ETFC,2015,0.12948,bankruptcy imminent
553,PCLN,2013,12.37005,safe
554,PCLN,2012,9.46677,safe
555,PCLN,2014,7.67932,safe
556,PCLN,2015,6.31528,safe
557,EXPD,2013,8.52385,safe
558,EXPD,2012,8.01935,safe
559,EXPD,2014,7.76201,safe
560,EXPD,2015,8.71929,safe
561,EA,2013,1.56578,bankruptcy imminent
562,EA,2015,4.59245,safe
563,EA,2014,1.76185,bankruptcy imminent
564,EA,2016,4.65927,safe
565,TGNA,2013,2.06086,grey zone
566,TGNA,2012,2.91193,grey zone
567,TGNA,2015,2.20913,grey zone
568,LOW,2013,2.76059,grey zone
569,LOW,2015,3.16656,safe
570,LOW,2014,2.72207,grey zone
571,LOW,2016,2.95871,grey zone
572,HUM,2013,1.78662,bankruptcy imminent
573,HUM,2015,2.09156,grey zone
574,HUM,2014,1.87849,grey zone
575,VLO,2013,1.72178,bankruptcy imminent
576,VLO,2012,1.54189,bankruptcy imminent
577,VLO,2014,2.02557,grey zone
578,VLO,2015,2.47799,grey zone
579,UDR,2013,0.7701,bankruptcy imminent
580,UDR,2012,0.72614,bankruptcy imminent
581,UDR,2014,0.92039,bankruptcy imminent
582,UDR,2015,1.05504,bankruptcy imminent
583,LB,2013,2.47143,grey zone
584,LB,2015,3.52192,safe
585,LB,2014,2.57927,grey zone
586,LB,2016,3.53087,safe
587,CBG,2013,1.58175,bankruptcy imminent
588,CBG,2012,1.19753,bankruptcy imminent
589,CBG,2014,2.01909,grey zone
590,CBG,2015,1.43175,bankruptcy imminent
591,HPQ,2013,0.88651,bankruptcy imminent
592,HPQ,2014,0.88653,bankruptcy imminent
593,HPQ,2016,0.84155,bankruptcy imminent
594,HON,2013,2.86123,grey zone
595,HON,2015,2.88804,grey zone
596,HON,2014,3.14493,safe
597,PFG,2013,0.10057,bankruptcy imminent
598,PFG,2015,0.10507,bankruptcy imminent
599,PFG,2014,0.10853,bankruptcy imminent
600,DFS,2013,0.63597,bankruptcy imminent
601,DFS,2012,0.56341,bankruptcy imminent
602,DFS,2014,0.65883,bankruptcy imminent
603,DFS,2015,0.60638,bankruptcy imminent
604,WEC,2013,0.81099,bankruptcy imminent
605,WEC,2012,0.75225,bankruptcy imminent
606,WEC,2014,1.31202,bankruptcy imminent
607,WEC,2015,0.75223,bankruptcy imminent
608,HES,2013,2.09298,grey zone
609,HES,2012,1.36378,bankruptcy imminent
610,HES,2014,1.86629,grey zone
611,HES,2015,0.94285,bankruptcy imminent
612,XEL,2013,0.65786,bankruptcy imminent
613,XEL,2012,0.67566,bankruptcy imminent
614,XEL,2014,0.71405,bankruptcy imminent
615,XEL,2015,0.67789,bankruptcy imminent
616,CCL,2013,1.72962,bankruptcy imminent
617,CCL,2015,2.32421,grey zone
618,CCL,2014,2.02256,grey zone
619,KIM,2013,1.25641,bankruptcy imminent
620,KIM,2012,1.44688,bankruptcy imminent
621,KIM,2014,1.28282,bankruptcy imminent
622,KIM,2015,1.21096,bankruptcy imminent
623,MON,2013,5.38685,safe
624,MON,2015,3.49677,safe
625,MON,2014,4.12977,safe
626,MON,2016,3.25919,safe
627,MCK,2013,1.35474,bankruptcy imminent
628,MCK,2015,1.41881,bankruptcy imminent
629,MCK,2014,1.20775,bankruptcy imminent
630,MCK,2016,1.07257,bankruptcy imminent
631,XOM,2013,3.84472,safe
632,XOM,2012,3.99257,safe
633,XOM,2014,3.65382,safe
634,XOM,2015,3.2572,safe
635,HIG,2013,0.11593,bankruptcy imminent
636,HIG,2012,0.06476,bankruptcy imminent
637,HIG,2014,0.14063,bankruptcy imminent
638,HIG,2015,0.16209,bankruptcy imminent
639,M,2013,1.94602,grey zone
640,M,2015,2.35421,grey zone
641,M,2014,2.15281,grey zone
642,M,2016,1.76012,bankruptcy imminent
643,CMA,2013,0.29487,bankruptcy imminent
644,CMA,2015,0.27005,bankruptcy imminent
645,CMA,2014,0.28587,bankruptcy imminent
646,TRIP,2013,13.39792,safe
647,TRIP,2015,12.01243,safe
648,TRIP,2014,9.42813,safe
649,EQIX,2013,1.33313,bankruptcy imminent
650,EQIX,2012,1.78941,bankruptcy imminent
651,EQIX,2014,1.53755,bankruptcy imminent
652,EQIX,2015,1.59209,bankruptcy imminent
653,WRK,2016,0.77767,bankruptcy imminent
654,WRK,2015,0.72694,bankruptcy imminent
655,GPN,2013,1.94898,grey zone
656,GPN,2015,1.15512,bankruptcy imminent
657,GPN,2014,1.54626,bankruptcy imminent
658,GPN,2016,1.24023,bankruptcy imminent
659,NOV,2013,2.69059,grey zone
660,NOV,2012,2.69416,grey zone
661,NOV,2014,2.58685,grey zone
662,NOV,2015,1.61594,bankruptcy imminent
663,PKI,2013,2.49013,grey zone
